subject,fid,Qtype,response
nasi,10576909,1,0
nasi,10576909,2,0
nasi,10576909,3,3
nasi,27797891,3,0
nasi,27797891,4,0
nasi,27797891,5,0
nasi,27798255,2,0
nasi,27798255,4,0
nasi,27798255,5,0
nasi,10576888,1,0
nasi,10576888,3,0
nasi,10576888,4,0
nasi,8867848,1,0
nasi,8867848,4,0
nasi,8867848,5,0
nasi,7349040,2,0
nasi,7349040,3,1
nasi,7349040,6,0
nasi,27802284,4,2
nasi,4452010,4,0
nasi,4452010,5,0
nasi,4452010,6,0
nasi,10577093,1,0
nasi,10577093,4,0
nasi,10577093,5,0
nasi,44520124,1,0
nasi,44520124,4,0
nasi,44520124,6,0
nasi,27800553,3,0
nasi,27800553,4,0
nasi,27800553,6,0
nasi,27802216,1,1
nasi,27802216,3,0
nasi,27798055,3,0
nasi,27798055,4,0
nasi,27798055,5,0
nasi,27799545,2,0
nasi,27799545,3,0
nasi,27799545,5,0
nasi,27799972,2,0
nasi,27799972,3,0
nasi,27799972,5,0
nasi,22908012,1,0
nasi,22908012,3,0
nasi,22908012,4,0
nasi,22908012,4,0
nasi,27796431,2,0
nasi,27796431,3,0
nasi,27796431,4,0
nasi,27803317,1,0
nasi,27803317,4,1
nasi,10576318,1,0
nasi,10576318,2,0
nasi,10576318,3,0
nasi,27797673,1,0
nasi,27797673,2,0
nasi,27797673,6,0
nasi,47632533,1,0
nasi,47632533,2,0
nasi,47632533,3,0
nasi,44520272,1,0
nasi,44520272,2,0
nasi,44520272,4,0
nasi,22907673,1,1
nasi,22907673,5,1
nasi,27798653,1,0
nasi,27798653,2,0
nasi,27798653,5,0
nasi,27803215,2,0
nasi,27803215,5,0
nasi,8867670,2,0
nasi,8867670,4,1
nasi,8867670,5,0
nasi,36144131,3,1
nasi,36144131,4,0
nasi,36144131,5,0
nasi,10578056,1,0
nasi,10578056,2,1
nasi,10578517,1,0
nasi,10578517,1,0
nasi,10578517,2,0
nasi,10578517,3,0
nasi,27798605,1,2
nasi,27798605,5,0
